"control_id","title","family","control_type","sortId","uuid","description"
"AU-9(2)","AU-09(02) - Store on Separate Physical Systems or Components","Audit and Accountability","","au-09.02","5bf48b96-04aa-4e47-8155-a158242fa5db"," Store audit records {{ insert: param, AU-9(2) }} in a repository that is part of a physically different system or system component than the system or component being audited.   Guidance  Storing audit records in a repository separate from the audited system or system component helps to ensure that a compromise of the system being audited does not also result in a compromise of the audit records. Storing audit records on separate physical systems or components also preserves the confidentiality and integrity of audit records and facilitates the management of audit records as an organization-wide activity. Storing audit records on separate systems or components applies to initial generation as well as backup or long-term storage of audit records. "
"AU-9(3)","AU-09(03) - Cryptographic Protection","Audit and Accountability","","au-09.03","62a79a69-3a88-43e8-8487-1e083b1b3f98"," Implement cryptographic mechanisms to protect the integrity of audit information and audit tools.   Guidance  Cryptographic mechanisms used for protecting the integrity of audit information include signed hash functions using asymmetric cryptography. This enables the distribution of the public key to verify the hash information while maintaining the confidentiality of the secret key used to generate the hash.   AU-9 (3) Additional FedRAMP Requirements and Guidance <b>Guidance:</b> Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.) "
"AU-10","AU-10 - Non-repudiation","Audit and Accountability","","au-10","5043f4ae-16cb-45f7-9ee8-3bd75f58dcf2"," Provide irrefutable evidence that an individual (or process acting on behalf of an individual) has performed {{ insert: param, AU-10 }}.   Guidance  Types of individual actions covered by non-repudiation include creating information, sending and receiving messages, and approving information. Non-repudiation protects against claims by authors of not having authored certain documents, senders of not having transmitted messages, receivers of not having received messages, and signatories of not having signed documents. Non-repudiation services can be used to determine if information originated from an individual or if an individual took specific actions (e.g., sending an email, signing a contract, approving a procurement request, or receiving specific information). Organizations obtain non-repudiation services by employing various techniques or mechanisms, including digital signatures and digital message receipts. "
"AU-12(1)","AU-12(01) - System-wide and Time-correlated Audit Trail","Audit and Accountability","","au-12.01","bb4dda7c-a059-4fe0-b044-a1f2033295cc"," Compile audit records from {{ insert: param, AU-12(1)-1 }} into a system-wide (logical or physical) audit trail that is time-correlated to within {{ insert: param, AU-12(1)-2 }}.   Guidance  Audit trails are time-correlated if the time stamps in the individual audit records can be reliably related to the time stamps in other audit records to achieve a time ordering of the records within organizational tolerances. "
"AU-12(3)","AU-12(03) - Changes by Authorized Individuals","Audit and Accountability","","au-12.03","d02c5bd8-4716-4469-9b2a-85c3865ec878"," Provide and implement the capability for {{ insert: param, AU-12(3)-1 }} to change the logging to be performed on {{ insert: param, AU-12(3)-2 }} based on {{ insert: param, AU-12(3)-3 }} within {{ insert: param, AU-12(3)-4 }}.   Guidance  Permitting authorized individuals to make changes to system logging enables organizations to extend or limit logging as necessary to meet organizational requirements. Logging that is limited to conserve system resources may be extended (either temporarily or permanently) to address certain threat situations. In addition, logging may be limited to a specific set of event types to facilitate audit reduction, analysis, and reporting. Organizations can establish time thresholds in which logging actions are changed (e.g., near real-time, within minutes, or within hours). "
"CA-2(2)","CA-02(02) - Specialized Assessments","Assessment, Authorization, and Monitoring","","ca-02.02","56c2db8a-07d2-400a-bf9c-78bae21892db"," Include as part of control assessments, {{ insert: param, CA-2(2)-1 }}, {{ insert: param, CA-2(2)-2 }}, {{ insert: param, CA-2(2)-3 }}.   Guidance  Organizations can conduct specialized assessments, including verification and validation, system monitoring, insider threat assessments, malicious user testing, and other forms of testing. These assessments can improve readiness by exercising organizational capabilities and indicating current levels of performance as a means of focusing actions to improve security and privacy. Organizations conduct specialized assessments in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Authorizing officials approve the assessment methods in coordination with the organizational risk executive function. Organizations can include vulnerabilities uncovered during assessments into vulnerability remediation processes. Specialized assessments can also be conducted early in the system development life cycle (e.g., during initial design, development, and unit testing).   CA-2 (2) Additional FedRAMP Requirements and Guidance <b>Requirement:</b> To include 'announced', 'vulnerability scanning' "
"CA-3(6)","CA-03(06) - Transfer Authorizations","Assessment, Authorization, and Monitoring","","ca-03.06","68721f44-874e-4cc7-852e-1b1defd5fa0a"," Verify that individuals or systems transferring data between interconnecting systems have the requisite authorizations (i.e., write permissions or privileges) prior to accepting such data.   Guidance  To prevent unauthorized individuals and systems from making information transfers to protected systems, the protected system verifies—via independent means— whether the individual or system attempting to transfer information is authorized to do so. Verification of the authorization to transfer information also applies to control plane traffic (e.g., routing and DNS) and services (e.g., authenticated SMTP relays). "
"CM-3(1)","CM-03(01) - Automated Documentation, Notification, and Prohibition of Changes","Configuration Management","","cm-03.01","f48b3e2a-7955-44a4-bfde-6a8f53daff52"," Use {{ insert: param, CM-3(1) }} to: (a) Document proposed changes to the system; (b) Notify {{ insert: param, CM-3(1)(b) }} of proposed changes to the system and request change approval; (c) Highlight proposed changes to the system that have not been approved or disapproved within {{ insert: param, CM-3(1)(c) }}; (d) Prohibit changes to the system until designated approvals are received; (e) Document all changes to the system; and (f) Notify {{ insert: param, CM-3(1)(f) }} when approved changes to the system are completed.   Guidance  None. "
"CM-3(6)","CM-03(06) - Cryptography Management","Configuration Management","","cm-03.06","84d1f14a-833e-49da-8a0f-6d86f4e55cb7"," Ensure that cryptographic mechanisms used to provide the following controls are under configuration management: {{ insert: param, CM-3(6) }}.   Guidance  The controls referenced in the control enhancement refer to security and privacy controls from the control catalog. Regardless of the cryptographic mechanisms employed, processes and procedures are in place to manage those mechanisms. For example, if system components use certificates for identification and authentication, a process is implemented to address the expiration of those certificates. "
"CM-4(1)","CM-04(01) - Separate Test Environments","Configuration Management","","cm-04.01","310618fa-5935-4da5-bf41-ffbace8db84c"," Analyze changes to the system in a separate test environment before implementation in an operational environment, looking for security and privacy impacts due to flaws, weaknesses, incompatibility, or intentional malice.   Guidance  A separate test environment requires an environment that is physically or logically separate and distinct from the operational environment. The separation is sufficient to ensure that activities in the test environment do not impact activities in the operational environment and that information in the operational environment is not inadvertently transmitted to the test environment. Separate environments can be achieved by physical or logical means. If physically separate test environments are not implemented, organizations determine the strength of mechanism required when implementing logical separation. "
"CM-6(2)","CM-06(02) - Respond to Unauthorized Changes","Configuration Management","","cm-06.02","5c2ffb65-dcfb-4078-b2bb-7aa206bd9461"," Take the following actions in response to unauthorized changes to {{ insert: param, CM-6(2)-1 }}: {{ insert: param, CM-6(2)-2 }}.   Guidance  Responses to unauthorized changes to configuration settings include alerting designated organizational personnel, restoring established configuration settings, or—in extreme cases—halting affected system processing. "
"CM-8(2)","CM-08(02) - Automated Maintenance","Configuration Management","","cm-08.02","16da3e53-26a5-4072-8584-e09bd551ec7e"," Maintain the currency, completeness, accuracy, and availability of the inventory of system components using {{ insert: param, CM-8(2) }}.   Guidance  Organizations maintain system inventories to the extent feasible. For example, virtual machines can be difficult to monitor because such machines are not visible to the network when not in use. In such cases, organizations maintain as up-to-date, complete, and accurate an inventory as is deemed reasonable. Automated maintenance can be achieved by the implementation of <a href=""#cm-2.2"">CM-2(2)</a> for organizations that combine system component inventory and baseline configuration activities. "
"CM-8(4)","CM-08(04) - Accountability Information","Configuration Management","","cm-08.04","c8edb211-7b3f-4eca-907d-dc7b321d32d2"," Include in the system component inventory information, a means for identifying by {{ insert: param, CM-8(4) }} , individuals responsible and accountable for administering those components.   Guidance  Identifying individuals who are responsible and accountable for administering system components ensures that the assigned components are properly administered and that organizations can contact those individuals if some action is required (e.g., when the component is determined to be the source of a breach, needs to be recalled or replaced, or needs to be relocated). "
"CM-14","CM-14 - Signed Components","Configuration Management","","cm-14","77de3589-39ad-46a8-9e24-890b09aea6f7"," Prevent the installation of {{ insert: param, CM-14 }} without verification that the component has been digitally signed using a certificate that is recognized and approved by the organization.   Guidance  Software and firmware components prevented from installation unless signed with recognized and approved certificates include software and firmware version updates, patches, service packs, device drivers, and basic input/output system updates. Organizations can identify applicable software and firmware components by type, by specific items, or a combination of both. Digital signatures and organizational verification of such signatures is a method of code authentication. "
"CP-2(2)","CP-02(02) - Capacity Planning","Contingency Planning","","cp-02.02","31b00943-4069-4ffc-850e-6ec3f3e30c7a"," Conduct capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations.   Guidance  Capacity planning is needed because different threats can result in a reduction of the available processing, telecommunications, and support services intended to support essential mission and business functions. Organizations anticipate degraded operations during contingency operations and factor the degradation into capacity planning. For capacity planning, environmental support refers to any environmental factor for which the organization determines that it needs to provide support in a contingency situation, even if in a degraded state. Such determinations are based on an organizational assessment of risk, system categorization (impact level), and organizational risk tolerance. "
"CP-2(5)","CP-02(05) - Continue Mission and Business Functions","Contingency Planning","","cp-02.05","87fc58e4-f5de-4393-8650-27f88ae84d0a"," Plan for the continuance of {{ insert: param, CP-2(5) }} mission and business functions with minimal or no loss of operational continuity and sustains that continuity until full system restoration at primary processing and/or storage sites.   Guidance  Organizations may choose to conduct the contingency planning activities to continue mission and business functions as part of business continuity planning or business impact analyses. Primary processing and/or storage sites defined by organizations as part of contingency planning may change depending on the circumstances associated with the contingency. "
"CP-3(1)","CP-03(01) - Simulated Events","Contingency Planning","","cp-03.01","063524ab-d282-4daa-8177-c36a31fc0d39"," Incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations.   Guidance  The use of simulated events creates an environment for personnel to experience actual threat events, including cyber-attacks that disable websites, ransomware attacks that encrypt organizational data on servers, hurricanes that damage or destroy organizational facilities, or hardware or software failures. "
"CP-4(2)","CP-04(02) - Alternate Processing Site","Contingency Planning","","cp-04.02","be125445-4f96-4066-92ec-4d9e59461712"," Test the contingency plan at the alternate processing site: (a) To familiarize contingency personnel with the facility and available resources; and (b) To evaluate the capabilities of the alternate processing site to support contingency operations.   Guidance  Conditions at the alternate processing site may be significantly different than the conditions at the primary site. Having the opportunity to visit the alternate site and experience the actual capabilities available at the site can provide valuable information on potential vulnerabilities that could affect essential organizational mission and business functions. The on-site visit can also provide an opportunity to refine the contingency plan to address the vulnerabilities discovered during testing. "
"CP-6(2)","CP-06(02) - Recovery Time and Recovery Point Objectives","Contingency Planning","","cp-06.02","80b3bbb9-7b0d-46e4-bff1-b1ec9d610344"," Configure the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives.   Guidance  Organizations establish recovery time and recovery point objectives as part of contingency planning. Configuration of the alternate storage site includes physical facilities and the systems supporting recovery operations that ensure accessibility and correct execution. "
"CP-7(4)","CP-07(04) - Preparation for Use","Contingency Planning","","cp-07.04","b307b39c-6fac-4e1a-a187-82a8565201c7"," Prepare the alternate processing site so that the site can serve as the operational site supporting essential mission and business functions.   Guidance  Site preparation includes establishing configuration settings for systems at the alternate processing site consistent with the requirements for such settings at the primary site and ensuring that essential supplies and logistical considerations are in place. "
"CP-8(3)","CP-08(03) - Separation of Primary and Alternate Providers","Contingency Planning","","cp-08.03","7093940a-06db-4ba1-9491-c864fba34f97"," Obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats.   Guidance  Threats that affect telecommunications services are defined in organizational assessments of risk and include natural disasters, structural failures, cyber or physical attacks, and errors of omission or commission. Organizations can reduce common susceptibilities by minimizing shared infrastructure among telecommunications service providers and achieving sufficient geographic separation between services. Organizations may consider using a single service provider in situations where the service provider can provide alternate telecommunications services that meet the separation needs addressed in the risk assessment. "
"CP-8(4)","CP-08(04) - Provider Contingency Plan","Contingency Planning","","cp-08.04","567cdfcf-4d17-48b7-a279-3f7167611b24","(a) Require primary and alternate telecommunications service providers to have contingency plans; (b) Review provider contingency plans to ensure that the plans meet organizational contingency requirements; and (c) Obtain evidence of contingency testing and training by providers {{ insert: param, CP-8(4)(c) }}.   Guidance  Reviews of provider contingency plans consider the proprietary nature of such plans. In some situations, a summary of provider contingency plans may be sufficient evidence for organizations to satisfy the review requirement. Telecommunications service providers may also participate in ongoing disaster recovery exercises in coordination with the Department of Homeland Security and state and local governments. Organizations may use these types of activities to satisfy evidentiary requirements related to service provider contingency plan reviews, testing, and training. "
"CP-9(2)","CP-09(02) - Test Restoration Using Sampling","Contingency Planning","","cp-09.02","1121d637-40da-49a8-831f-b2e13ea10dd4"," Use a sample of backup information in the restoration of selected system functions as part of contingency plan testing.   Guidance  Organizations need assurance that system functions can be restored correctly and can support established organizational missions. To ensure that the selected system functions are thoroughly exercised during contingency plan testing, a sample of backup information is retrieved to determine whether the functions are operating as intended. Organizations can determine the sample size for the functions and backup information based on the level of assurance needed. "
"CP-9(3)","CP-09(03) - Separate Storage for Critical Information","Contingency Planning","","cp-09.03","f8e5ca5e-a860-4aae-b7e3-a5f0db3fc57a"," Store backup copies of {{ insert: param, CP-9(3) }} in a separate facility or in a fire rated container that is not collocated with the operational system.   Guidance  Separate storage for critical information applies to all critical information regardless of the type of backup storage media. Critical system software includes operating systems, middleware, cryptographic key management systems, and intrusion detection systems. Security-related information includes inventories of system hardware, software, and firmware components. Alternate storage sites, including geographically distributed architectures, serve as separate storage facilities for organizations. Organizations may provide separate storage by implementing automated backup processes at alternative storage sites (e.g., data centers). The General Services Administration (GSA) establishes standards and specifications for security and fire rated containers. "
"CP-9(5)","CP-09(05) - Transfer to Alternate Storage Site","Contingency Planning","","cp-09.05","ec412658-e135-4392-acc2-c153107706e8"," Transfer system backup information to the alternate storage site {{ insert: param, CP-9(5) }}.   Guidance  System backup information can be transferred to alternate storage sites either electronically or by the physical shipment of storage media. "
"CP-10(4)","CP-10(04) - Restore Within Time Period","Contingency Planning","","cp-10.04","38a0168a-d65c-49ed-bcdc-f014832d6e73"," Provide the capability to restore system components within {{ insert: param, CP-10(4) }} from configuration-controlled and integrity-protected information representing a known, operational state for the components.   Guidance  Restoration of system components includes reimaging, which restores the components to known, operational states. "
"IA-5(8)","IA-05(08) - Multiple System Accounts","Identification and Authentication","","ia-05.08","6a462329-e7e6-4734-bee6-751443b94893"," Implement {{ insert: param, IA-5(8) }} to manage the risk of compromise due to individuals having accounts on multiple systems.   Guidance  When individuals have accounts on multiple systems and use the same authenticators such as passwords, there is the risk that a compromise of one account may lead to the compromise of other accounts. Alternative approaches include having different authenticators (passwords) on all systems, employing a single sign-on or federation mechanism, or using some form of one-time passwords on all systems. Organizations can also use rules of behavior (see <a href=""#pl-4"">PL-4</a> ) and access agreements (see <a href=""#ps-6"">PS-6</a> ) to mitigate the risk of multiple system accounts.   IA-5 (8) Additional FedRAMP Requirements and Guidance <b>Guidance:</b> If a single user authentication domain is used to access multiple systems, such as in single-sign-on, then only a single authenticator is required. "
"IA-5(13)","IA-05(13) - Expiration of Cached Authenticators","Identification and Authentication","","ia-05.13","0a975d11-5680-4cde-a015-7ae512cb4957"," Prohibit the use of cached authenticators after {{ insert: param, IA-5(13) }}.   Guidance  Cached authenticators are used to authenticate to the local machine when the network is not available. If cached authentication information is out of date, the validity of the authentication information may be questionable.   IA-5 (13) Additional FedRAMP Requirements and Guidance <b>Guidance:</b> For components subject to configuration baseline(s) (such as STIG or CIS,) the time period should conform to the baseline standard. "
"IA-12(4)","IA-12(04) - In-person Validation and Verification","Identification and Authentication","","ia-12.04","19b4696b-4eb5-4e65-9e05-b913013bf970"," Require that the validation and verification of identity evidence be conducted in person before a designated registration authority.   Guidance  In-person proofing reduces the likelihood of fraudulent credentials being issued because it requires the physical presence of individuals, the presentation of physical identity documents, and actual face-to-face interactions with designated registration authorities. "
"IR-2(1)","IR-02(01) - Simulated Events","Incident Response","","ir-02.01","f8c2ee5d-7c5e-4f50-9527-d42b0e91ed77"," Incorporate simulated events into incident response training to facilitate the required response by personnel in crisis situations.   Guidance  Organizations establish requirements for responding to incidents in incident response plans. Incorporating simulated events into incident response training helps to ensure that personnel understand their individual responsibilities and what specific actions to take in crisis situations. "
"IR-2(2)","IR-02(02) - Automated Training Environments","Incident Response","","ir-02.02","7327d296-0520-4383-8936-7e5fe86e3e91"," Provide an incident response training environment using {{ insert: param, IR-2(2) }}.   Guidance  Automated mechanisms can provide a more thorough and realistic incident response training environment. This can be accomplished, for example, by providing more complete coverage of incident response issues, selecting more realistic training scenarios and environments, and stressing the response capability. "
"IR-4(2)","IR-04(02) - Dynamic Reconfiguration","Incident Response","","ir-04.02","e9c265a1-b96b-4896-ab53-5f569cbd59b8"," Include the following types of dynamic reconfiguration for {{ insert: param, IR-4(2)-1 }} as part of the incident response capability: {{ insert: param, IR-4(2)-2 }}.   Guidance  Dynamic reconfiguration includes changes to router rules, access control lists, intrusion detection or prevention system parameters, and filter rules for guards or firewalls. Organizations may perform dynamic reconfiguration of systems to stop attacks, misdirect attackers, and isolate components of systems, thus limiting the extent of the damage from breaches or compromises. Organizations include specific time frames for achieving the reconfiguration of systems in the definition of the reconfiguration capability, considering the potential need for rapid response to effectively address cyber threats. "
"IR-4(4)","IR-04(04) - Information Correlation","Incident Response","","ir-04.04","a1691a88-bb47-4aee-aafe-f493fee6567d"," Correlate incident information and individual incident responses to achieve an organization-wide perspective on incident awareness and response.   Guidance  Sometimes, a threat event, such as a hostile cyber-attack, can only be observed by bringing together information from different sources, including various reports and reporting procedures established by organizations. "
"IR-4(6)","IR-04(06) - Insider Threats","Incident Response","","ir-04.06","0114b2b0-6932-49e7-a4e5-b460ed9f6a86"," Implement an incident handling capability for incidents involving insider threats.   Guidance  Explicit focus on handling incidents involving insider threats provides additional emphasis on this type of threat and the need for specific incident handling capabilities to provide appropriate and timely responses. "
"IR-4(11)","IR-04(11) - Integrated Incident Response Team","Incident Response","","ir-04.11","f7973ddb-d7e7-4194-b694-72ad2d516721"," Establish and maintain an integrated incident response team that can be deployed to any location identified by the organization in {{ insert: param, IR-4(11) }}.   Guidance  An integrated incident response team is a team of experts that assesses, documents, and responds to incidents so that organizational systems and networks can recover quickly and implement the necessary controls to avoid future incidents. Incident response team personnel include forensic and malicious code analysts, tool developers, systems security and privacy engineers, and real-time operations personnel. The incident handling capability includes performing rapid forensic preservation of evidence and analysis of and response to intrusions. For some organizations, the incident response team can be a cross-organizational entity.  An integrated incident response team facilitates information sharing and allows organizational personnel (e.g., developers, implementers, and operators) to leverage team knowledge of the threat and implement defensive measures that enable organizations to deter intrusions more effectively. Moreover, integrated teams promote the rapid detection of intrusions, the development of appropriate mitigations, and the deployment of effective defensive measures. For example, when an intrusion is detected, the integrated team can rapidly develop an appropriate response for operators to implement, correlate the new incident with information on past intrusions, and augment ongoing cyber intelligence development. Integrated incident response teams are better able to identify adversary tactics, techniques, and procedures that are linked to the operations tempo or specific mission and business functions and to define responsive actions in a way that does not disrupt those mission and business functions. Incident response teams can be distributed within organizations to make the capability resilient. "
"IR-5(1)","IR-05(01) - Automated Tracking, Data Collection, and Analysis","Incident Response","","ir-05.01","cecd9f8d-ebca-4ee1-9ca1-5232140d998c"," Track incidents and collect and analyze incident information using {{ insert: param, IR-5(1) }}.   Guidance  Automated mechanisms for tracking incidents and collecting and analyzing incident information include Computer Incident Response Centers or other electronic databases of incidents and network monitoring devices. "
"MA-2(2)","MA-02(02) - Automated Maintenance Activities","Maintenance","","ma-02.02","25e3c2ca-4b3f-4231-baca-2b170ba320ce","(a) Schedule, conduct, and document maintenance, repair, and replacement actions for the system using {{ insert: param, MA-2(2)(a) }} ; and (b) Produce up-to date, accurate, and complete records of all maintenance, repair, and replacement actions requested, scheduled, in process, and completed.   Guidance  The use of automated mechanisms to manage and control system maintenance programs and activities helps to ensure the generation of timely, accurate, complete, and consistent maintenance records. "
"MA-4(3)","MA-04(03) - Comparable Security and Sanitization","Maintenance","","ma-04.03","d25e065e-9d93-4896-bf1d-5381b2f66969","(a) Require that nonlocal maintenance and diagnostic services be performed from a system that implements a security capability comparable to the capability implemented on the system being serviced; or (b) Remove the component to be serviced from the system prior to nonlocal maintenance or diagnostic services; sanitize the component (for organizational information); and after the service is performed, inspect and sanitize the component (for potentially malicious software) before reconnecting the component to the system.   Guidance  Comparable security capability on systems, diagnostic tools, and equipment providing maintenance services implies that the implemented controls on those systems, tools, and equipment are at least as comprehensive as the controls on the system being serviced. "
"MP-6(1)","MP-06(01) - Review, Approve, Track, Document, and Verify","Media Protection","","mp-06.01","dd0ecd82-371b-4aae-b878-019f2917d5bf"," Review, approve, track, document, and verify media sanitization and disposal actions.   Guidance  Organizations review and approve media to be sanitized to ensure compliance with records retention policies. Tracking and documenting actions include listing personnel who reviewed and approved sanitization and disposal actions, types of media sanitized, files stored on the media, sanitization methods used, date and time of the sanitization actions, personnel who performed the sanitization, verification actions taken and personnel who performed the verification, and the disposal actions taken. Organizations verify that the sanitization of the media was effective prior to disposal.   MP-6 (1) Additional FedRAMP Requirements and Guidance <b>Requirement:</b> Must comply with NIST SP 800-88 "
"MP-6(2)","MP-06(02) - Equipment Testing","Media Protection","","mp-06.02","4758b4fb-1cc7-472f-8949-0646bb414056"," Test sanitization equipment and procedures {{ insert: param, MP-6(2) }} to ensure that the intended sanitization is being achieved.   Guidance  Testing of sanitization equipment and procedures may be conducted by qualified and authorized external entities, including federal agencies or external service providers.   MP-6 (2) Additional FedRAMP Requirements and Guidance <b>Guidance:</b> Equipment and procedures may be tested or validated for effectiveness "
